question_type;scene_number;seed;question;answer;question_object_ids;container_id
counting;22;272654549;There are between 0 and 3 mugs in the room. How many are there?;3;[13];36;
counting;23;602742538;There are between 0 and 3 eggs in the room. How many are there?;0;[5];36;
counting;23;847530001;Count the number of eggs in this room.;1;[5];36;
counting;23;349255987;There are between 0 and 3 eggs in the room. How many are there?;2;[5];36;
counting;23;996794353;Please tell me how many eggs are around here?;3;[5];36;
counting;23;973891455;Please tell me how many bowls there are somewhere in the room?;0;[7];36;
counting;23;370738398;Please tell me how many bowls there are somewhere in the room?;1;[7];36;
counting;23;682293543;Count the number of bowls in this room.;2;[7];36;
counting;23;977894895;Please tell me how many bowls there are somewhere in the room?;3;[7];36;
counting;23;579952497;How many potatoes are there in the room?;0;[2];36;
counting;23;684197171;Please tell me how many potatoes there are somewhere in the room?;1;[2];36;
counting;23;30482781;Please tell me how many potatoes are around here?;2;[2];36;
counting;23;742200344;There are between 0 and 3 potatoes in the room. How many are there?;3;[2];36;
counting;23;790401243;How many forks are there in the room?;0;[3];36;
counting;23;21541109;Please tell me how many forks there are somewhere in the room?;1;[3];36;
counting;23;260035759;Count the number of forks in this room.;2;[3];36;
counting;23;99162356;Count the number of forks in this room.;3;[3];36;
counting;23;924406817;How many forks are there in the room?;0;[3];36;
counting;23;113386415;Please tell me how many forks are around here?;1;[3];36;
counting;23;983100601;Count the number of forks in this room.;2;[3];36;
counting;23;645992050;Please tell me how many forks are around here?;3;[3];36;
counting;23;287085060;Count the number of knives in this room.;0;[10];36;
counting;23;197876109;Please tell me how many knives there are somewhere in the room?;1;[10];36;
counting;23;503932677;How many knives are there in the room?;2;[10];36;
counting;23;788027760;There are between 0 and 3 knives in the room. How many are there?;3;[10];36;
counting;24;76331575;There are between 0 and 3 apples in the room. How many are there?;0;[9];36;
counting;24;757164779;How many apples are there in the room?;1;[9];36;
counting;24;138858609;Please tell me how many apples are around here?;2;[9];36;
counting;24;468921499;How many apples are there in the room?;3;[9];36;
counting;24;157147127;Count the number of knives in this room.;0;[10];36;
counting;24;111026277;How many knives are there in the room?;1;[10];36;
counting;24;231077096;There are between 0 and 3 knives in the room. How many are there?;2;[10];36;
counting;24;317546428;Please tell me how many knives are around here?;3;[10];36;
counting;24;197683791;There are between 0 and 3 tomatoes in the room. How many are there?;0;[6];36;
counting;24;222097504;Please tell me how many tomatoes there are somewhere in the room?;1;[6];36;
counting;24;802745190;How many tomatoes are there in the room?;2;[6];36;
counting;24;207174295;There are between 0 and 3 tomatoes in the room. How many are there?;3;[6];36;
counting;25;192387573;There are between 0 and 3 mugs in the room. How many are there?;0;[13];36;
counting;25;112498154;Please tell me how many mugs there are somewhere in the room?;1;[13];36;
counting;25;152594207;Count the number of mugs in this room.;2;[13];36;
counting;25;472154372;There are between 0 and 3 mugs in the room. How many are there?;3;[13];36;
counting;25;149324888;Please tell me how many eggs are around here?;0;[5];36;
counting;25;229416367;Please tell me how many eggs there are somewhere in the room?;1;[5];36;
counting;25;173808422;Count the number of eggs in this room.;2;[5];36;
counting;25;283448920;Please tell me how many eggs are around here?;3;[5];36;
counting;25;702717948;Count the number of tomatoes in this room.;0;[6];36;
counting;25;555929837;There are between 0 and 3 tomatoes in the room. How many are there?;1;[6];36;
counting;25;295564481;How many tomatoes are there in the room?;2;[6];36;
counting;25;631193629;Please tell me how many tomatoes there are somewhere in the room?;3;[6];36;
counting;25;562997314;Count the number of tomatoes in this room.;0;[6];36;
counting;25;91260640;How many tomatoes are there in the room?;1;[6];36;
counting;25;525844363;Please tell me how many tomatoes are around here?;2;[6];36;
counting;25;537004289;How many tomatoes are there in the room?;3;[6];36;
counting;26;641147859;Please tell me how many potatoes are around here?;0;[2];36;
counting;26;561255181;There are between 0 and 3 potatoes in the room. How many are there?;1;[2];36;
counting;26;306878667;How many potatoes are there in the room?;2;[2];36;
counting;26;655015754;Count the number of potatoes in this room.;3;[2];36;
counting;26;154760843;Please tell me how many eggs are around here?;0;[5];36;
counting;26;518618514;How many eggs are there in the room?;1;[5];36;
counting;26;345122809;Count the number of eggs in this room.;2;[5];36;
counting;26;71224614;How many eggs are there in the room?;3;[5];36;
counting;27;430766326;There are between 0 and 3 mugs in the room. How many are there?;0;[13];36;
counting;27;929076886;Please tell me how many mugs are around here?;1;[13];36;
counting;27;779244812;Please tell me how many mugs there are somewhere in the room?;2;[13];36;
counting;27;389974914;Please tell me how many mugs there are somewhere in the room?;3;[13];36;
counting;27;865865355;Please tell me how many knives there are somewhere in the room?;0;[10];36;
counting;27;799743789;How many knives are there in the room?;1;[10];36;
counting;27;870984083;There are between 0 and 3 knives in the room. How many are there?;2;[10];36;
counting;27;919928535;There are between 0 and 3 knives in the room. How many are there?;3;[10];36;
counting;27;285619542;Count the number of knives in this room.;0;[10];36;
counting;27;280862330;Please tell me how many knives are around here?;1;[10];36;
counting;27;219205250;Please tell me how many knives are around here?;2;[10];36;
counting;27;838395553;Please tell me how many knives there are somewhere in the room?;3;[10];36;
counting;27;603002599;Please tell me how many bowls are around here?;0;[7];36;
counting;27;44787918;There are between 0 and 3 bowls in the room. How many are there?;1;[7];36;
counting;27;15246644;How many bowls are there in the room?;2;[7];36;
counting;27;121904775;Please tell me how many bowls are around here?;3;[7];36;
counting;27;383484931;There are between 0 and 3 apples in the room. How many are there?;0;[9];36;
counting;27;644883899;Please tell me how many apples are around here?;1;[9];36;
counting;27;699910165;There are between 0 and 3 apples in the room. How many are there?;2;[9];36;
counting;27;532185487;Please tell me how many apples are around here?;3;[9];36;
counting;28;608367548;There are between 0 and 3 spoons in the room. How many are there?;0;[1];36;
counting;28;34114099;Please tell me how many spoons are around here?;1;[1];36;
counting;28;760029345;How many spoons are there in the room?;2;[1];36;
counting;28;132139557;There are between 0 and 3 spoons in the room. How many are there?;3;[1];36;
counting;28;185861547;Please tell me how many forks there are somewhere in the room?;0;[3];36;
counting;28;672562970;Please tell me how many forks are around here?;1;[3];36;
counting;28;953094424;Please tell me how many forks are around here?;2;[3];36;
counting;28;355644483;Count the number of forks in this room.;3;[3];36;
counting;28;458359137;Please tell me how many bowls there are somewhere in the room?;0;[7];36;
counting;28;937494763;There are between 0 and 3 bowls in the room. How many are there?;1;[7];36;
counting;28;638408739;How many bowls are there in the room?;2;[7];36;
counting;28;401872049;How many bowls are there in the room?;3;[7];36;
counting;29;286866869;Count the number of forks in this room.;0;[3];36;
counting;29;940806758;How many forks are there in the room?;1;[3];36;
counting;29;303240467;Please tell me how many forks are around here?;2;[3];36;
counting;29;595045349;Count the number of forks in this room.;3;[3];36;
counting;29;511223330;There are between 0 and 3 eggs in the room. How many are there?;0;[5];36;
counting;29;972618694;How many eggs are there in the room?;1;[5];36;
counting;29;69838229;Count the number of eggs in this room.;2;[5];36;
counting;29;433152586;There are between 0 and 3 eggs in the room. How many are there?;3;[5];36;
counting;29;474733838;Please tell me how many eggs there are somewhere in the room?;0;[5];36;
counting;29;413991856;Count the number of eggs in this room.;1;[5];36;
counting;29;682871509;Count the number of eggs in this room.;2;[5];36;
counting;29;726090650;There are between 0 and 3 eggs in the room. How many are there?;3;[5];36;
counting;29;866914346;Count the number of bowls in this room.;0;[7];36;
counting;29;416963702;Please tell me how many bowls are around here?;1;[7];36;
counting;29;404917021;Please tell me how many bowls are around here?;2;[7];36;
counting;29;932006727;Please tell me how many bowls there are somewhere in the room?;3;[7];36;
counting;29;656612740;Please tell me how many spoons are around here?;0;[1];36;
counting;29;289407656;Please tell me how many spoons are around here?;1;[1];36;
counting;29;135610416;How many spoons are there in the room?;2;[1];36;
counting;29;506932678;How many spoons are there in the room?;3;[1];36;
counting;29;929285241;Please tell me how many knives are around here?;0;[10];36;
counting;29;220380097;Please tell me how many knives there are somewhere in the room?;1;[10];36;
counting;29;363080445;Count the number of knives in this room.;2;[10];36;
counting;29;715162382;How many knives are there in the room?;3;[10];36;
counting;30;186803181;Count the number of mugs in this room.;0;[13];36;
counting;30;125853620;Please tell me how many mugs there are somewhere in the room?;1;[13];36;
counting;30;742216098;There are between 0 and 3 mugs in the room. How many are there?;2;[13];36;
counting;30;652206067;There are between 0 and 3 mugs in the room. How many are there?;3;[13];36;
counting;30;192330577;How many eggs are there in the room?;0;[5];36;
counting;30;905670947;Count the number of eggs in this room.;1;[5];36;
counting;30;327004855;Count the number of eggs in this room.;2;[5];36;
counting;30;425675634;How many eggs are there in the room?;3;[5];36;
counting;30;579319154;Please tell me how many potatoes there are somewhere in the room?;0;[2];36;
counting;30;549638155;How many potatoes are there in the room?;1;[2];36;
